startRequest;endResponse
1.27768e+06;1.27769e+06;1.01
1.27771e+06;1.27771e+06;1.01
1.27777e+06;1.27778e+06;1.01
1.27778e+06;1.27778e+06;1.01
1.27778e+06;1.27778e+06;1.01
1.27781e+06;1.27781e+06;1.01
1.27789e+06;1.27789e+06;1.01
1.27792e+06;1.27793e+06;1.01
1.27793e+06;1.27793e+06;1.01
1.27796e+06;1.27796e+06;1.01
1.27798e+06;1.27798e+06;1.01
1.27804e+06;1.27805e+06;1.01
1.27806e+06;1.27806e+06;1.01
1.27808e+06;1.27808e+06;1.01
1.27809e+06;1.27809e+06;1.01
1.2781e+06;1.27811e+06;1.01
1.27812e+06;1.27812e+06;1.01
1.27815e+06;1.27815e+06;1.01
1.27816e+06;1.27816e+06;1.01
1.27822e+06;1.27822e+06;1.01
1.27823e+06;1.27823e+06;1.01
1.27826e+06;1.27826e+06;1.01
1.27829e+06;1.27829e+06;1.01
1.27839e+06;1.27839e+06;1.01
1.2784e+06;1.2784e+06;1.01
1.27841e+06;1.27841e+06;1.01
1.27842e+06;1.27842e+06;1.01
1.27847e+06;1.27847e+06;1.01
1.27849e+06;1.27849e+06;1.01
1.27849e+06;1.27849e+06;1.01
1.27852e+06;1.27852e+06;1.01
1.27855e+06;1.27855e+06;1.01
1.2786e+06;1.2786e+06;1.01
1.2786e+06;1.2786e+06;1.01
1.27861e+06;1.27861e+06;1.01
1.27863e+06;1.27863e+06;1.01
1.27866e+06;1.27866e+06;1.01
1.27869e+06;1.27869e+06;1.01
1.27872e+06;1.27872e+06;1.01
1.2788e+06;1.2788e+06;1.01
1.27881e+06;1.27881e+06;1.01
1.27881e+06;1.27882e+06;1.01
1.27882e+06;1.27882e+06;1.01
1.27907e+06;1.27907e+06;1.01
1.27912e+06;1.27912e+06;1.01
1.27915e+06;1.27915e+06;1.01
1.27918e+06;1.27918e+06;1.01
1.27921e+06;1.27921e+06;1.01
1.27923e+06;1.27923e+06;1.01
1.27924e+06;1.27924e+06;1.01
1.2793e+06;1.2793e+06;1.01
1.27936e+06;1.27936e+06;1.01
1.27941e+06;1.27941e+06;1.01
1.27941e+06;1.27941e+06;1.01
1.27943e+06;1.27943e+06;1.01
1.27948e+06;1.27948e+06;1.01
1.27951e+06;1.27951e+06;1.01
1.27952e+06;1.27952e+06;1.01
1.27955e+06;1.27955e+06;1.01
1.27958e+06;1.27959e+06;1.01
1.27959e+06;1.27959e+06;1.01
1.27963e+06;1.27963e+06;1.01
1.27966e+06;1.27966e+06;1.01
1.27968e+06;1.27968e+06;1.01
1.27976e+06;1.27976e+06;1.01
1.27984e+06;1.27984e+06;1.01
1.27986e+06;1.27986e+06;1.01
1.27987e+06;1.27987e+06;1.01
1.27987e+06;1.27988e+06;1.01
1.27988e+06;1.27988e+06;1.01
1.27989e+06;1.27989e+06;1.01
1.27997e+06;1.27997e+06;1.01
1.27999e+06;1.27999e+06;1.01
1.28003e+06;1.28003e+06;1.01
1.28008e+06;1.28008e+06;1.01
1.28012e+06;1.28012e+06;1.01
1.28019e+06;1.28019e+06;1.01
1.28024e+06;1.28024e+06;1.01
1.28026e+06;1.28026e+06;1.01
1.28042e+06;1.28042e+06;1.01
1.28045e+06;1.28045e+06;1.01
1.28046e+06;1.28046e+06;1.01
1.2805e+06;1.2805e+06;1.01
1.28052e+06;1.28052e+06;1.01
1.28056e+06;1.28056e+06;1.01
1.2806e+06;1.2806e+06;1.01
1.28061e+06;1.28061e+06;1.01
1.28068e+06;1.28068e+06;1.01
1.2807e+06;1.2807e+06;1.01
1.28075e+06;1.28075e+06;1.01
1.28078e+06;1.28078e+06;1.01
1.2808e+06;1.2808e+06;1.01
1.28083e+06;1.28083e+06;1.01
1.28089e+06;1.2809e+06;1.01
1.2809e+06;1.2809e+06;1.01
1.28091e+06;1.28091e+06;1.01
1.28092e+06;1.28093e+06;1.01
1.28093e+06;1.28093e+06;1.01
1.28096e+06;1.28096e+06;1.01
1.28101e+06;1.28101e+06;1.01
1.28103e+06;1.28103e+06;1.01
1.28103e+06;1.28103e+06;1.4742
1.28111e+06;1.28111e+06;1.01
1.28112e+06;1.28112e+06;1.01
1.28116e+06;1.28116e+06;1.01
1.28125e+06;1.28125e+06;1.01
1.28128e+06;1.28128e+06;1.01
1.28132e+06;1.28133e+06;1.01
1.28135e+06;1.28135e+06;1.01
1.28141e+06;1.28141e+06;1.01
1.28145e+06;1.28145e+06;1.01
1.28148e+06;1.28148e+06;1.01
1.2815e+06;1.2815e+06;1.01
1.28151e+06;1.28151e+06;1.01
1.28158e+06;1.28158e+06;1.01
1.28159e+06;1.28159e+06;1.01
1.2817e+06;1.2817e+06;1.01
1.28179e+06;1.28179e+06;1.01
1.2818e+06;1.2818e+06;1.01
1.28187e+06;1.28187e+06;1.01
1.2819e+06;1.2819e+06;1.01
1.2819e+06;1.2819e+06;1.01
1.28193e+06;1.28193e+06;1.01
1.28199e+06;1.28199e+06;1.01
1.28202e+06;1.28202e+06;1.01
1.28207e+06;1.28207e+06;1.01
1.28212e+06;1.28212e+06;1.01
1.28217e+06;1.28217e+06;1.01
1.28222e+06;1.28222e+06;1.01
1.28225e+06;1.28225e+06;1.01
1.28227e+06;1.28227e+06;1.01
1.28227e+06;1.28227e+06;1.3631
1.28229e+06;1.28229e+06;1.01
1.28229e+06;1.28229e+06;1.50361
1.28237e+06;1.28237e+06;1.01
1.28242e+06;1.28242e+06;1.01
1.28243e+06;1.28243e+06;1.01
1.28253e+06;1.28253e+06;1.01
1.28273e+06;1.28273e+06;1.01
1.28276e+06;1.28276e+06;1.01
1.28277e+06;1.28278e+06;1.01
1.28279e+06;1.28279e+06;1.01
1.28281e+06;1.28281e+06;1.01
1.28286e+06;1.28286e+06;1.01
1.28287e+06;1.28287e+06;1.01
1.28289e+06;1.28289e+06;1.01
1.28295e+06;1.28295e+06;1.01
1.28298e+06;1.28298e+06;1.01
1.28303e+06;1.28303e+06;1.01
1.28306e+06;1.28307e+06;1.01
1.28307e+06;1.28307e+06;1.01
1.28307e+06;1.28308e+06;1.01
1.28308e+06;1.28308e+06;1.01
1.28308e+06;1.28308e+06;1.01
1.28313e+06;1.28313e+06;1.01
1.28317e+06;1.28317e+06;1.01
1.28319e+06;1.28319e+06;1.01
1.28322e+06;1.28322e+06;1.01
1.28323e+06;1.28323e+06;1.01
1.28324e+06;1.28324e+06;1.01
1.28324e+06;1.28324e+06;1.01
1.28324e+06;1.28324e+06;1.17813
1.2833e+06;1.2833e+06;1.01
1.28334e+06;1.28334e+06;1.01
1.28336e+06;1.28336e+06;1.01
1.28337e+06;1.28337e+06;1.01
1.28338e+06;1.28338e+06;1.01
1.28339e+06;1.2834e+06;1.01
1.28347e+06;1.28347e+06;1.01
1.28351e+06;1.28351e+06;1.01
1.28357e+06;1.28357e+06;1.01
1.28358e+06;1.28358e+06;1.01
1.28359e+06;1.28359e+06;1.01
1.28361e+06;1.28361e+06;1.01
1.28374e+06;1.28374e+06;1.01
1.28376e+06;1.28377e+06;1.01
1.28378e+06;1.28378e+06;1.01
1.28381e+06;1.28381e+06;1.01
1.28387e+06;1.28387e+06;1.01
1.28389e+06;1.28389e+06;1.01
1.28401e+06;1.28401e+06;1.01
1.28401e+06;1.28401e+06;1.01
1.28404e+06;1.28404e+06;1.01
1.28408e+06;1.28408e+06;1.01
1.28409e+06;1.28409e+06;1.01
1.28412e+06;1.28412e+06;1.01
1.28412e+06;1.28412e+06;1.01
1.28415e+06;1.28415e+06;1.01
1.28425e+06;1.28425e+06;1.01
1.28428e+06;1.28428e+06;1.01
1.28432e+06;1.28432e+06;1.01
1.28435e+06;1.28435e+06;1.01
1.28437e+06;1.28438e+06;1.01
1.28438e+06;1.28439e+06;1.01
1.2844e+06;1.2844e+06;1.01
1.28447e+06;1.28447e+06;1.01
1.28447e+06;1.28447e+06;1.01
1.28449e+06;1.2845e+06;1.01
1.28454e+06;1.28454e+06;1.01
1.28455e+06;1.28455e+06;1.01
1.28468e+06;1.28468e+06;1.01
1.28469e+06;1.28469e+06;1.01
1.28471e+06;1.28471e+06;1.01
1.28472e+06;1.28473e+06;1.01
1.28479e+06;1.28479e+06;1.01
1.28486e+06;1.28486e+06;1.01
1.285e+06;1.285e+06;1.01
1.2851e+06;1.2851e+06;1.01
1.2851e+06;1.2851e+06;1.01
1.28515e+06;1.28515e+06;1.01
1.28515e+06;1.28515e+06;1.01
1.28527e+06;1.28527e+06;1.01
1.28531e+06;1.28531e+06;1.01
1.28538e+06;1.28538e+06;1.01
1.28539e+06;1.28539e+06;1.01
1.2854e+06;1.2854e+06;1.01
1.28549e+06;1.28549e+06;1.01
1.2855e+06;1.2855e+06;1.01
1.28553e+06;1.28553e+06;1.01
1.28554e+06;1.28554e+06;1.01
1.28555e+06;1.28555e+06;1.01
1.28567e+06;1.28567e+06;1.01
1.28568e+06;1.28568e+06;1.01
1.28568e+06;1.28568e+06;1.90891
1.28569e+06;1.28569e+06;1.01
1.2857e+06;1.2857e+06;1.01
1.28579e+06;1.2858e+06;1.01
1.28583e+06;1.28583e+06;1.01
1.28589e+06;1.2859e+06;1.01
1.28596e+06;1.28596e+06;1.01
1.286e+06;1.286e+06;1.01
1.28601e+06;1.28601e+06;1.01
1.28601e+06;1.28602e+06;1.01
1.28608e+06;1.28608e+06;1.01
1.28609e+06;1.28609e+06;1.01
1.2863e+06;1.2863e+06;1.01
1.28634e+06;1.28634e+06;1.01
1.2864e+06;1.2864e+06;1.01
1.28641e+06;1.28641e+06;1.01
1.28648e+06;1.28648e+06;1.01
1.28652e+06;1.28652e+06;1.01
1.28652e+06;1.28653e+06;1.01
1.28659e+06;1.28659e+06;1.01
1.28678e+06;1.28678e+06;1.01
1.28679e+06;1.28679e+06;1.01
1.28685e+06;1.28685e+06;1.01
1.28686e+06;1.28686e+06;1.01
1.28689e+06;1.2869e+06;1.01
1.28692e+06;1.28692e+06;1.01
1.28693e+06;1.28693e+06;1.01
1.28701e+06;1.28701e+06;1.01
1.28702e+06;1.28702e+06;1.01
1.28714e+06;1.28714e+06;1.01
1.28715e+06;1.28715e+06;1.01
1.28716e+06;1.28717e+06;1.01
1.28722e+06;1.28722e+06;1.01
1.28727e+06;1.28727e+06;1.01
1.28727e+06;1.28727e+06;1.29403
1.28737e+06;1.28737e+06;1.01
1.28738e+06;1.28738e+06;1.01
1.28757e+06;1.28757e+06;1.01
1.28759e+06;1.28759e+06;1.01
1.28762e+06;1.28763e+06;1.01
1.2877e+06;1.2877e+06;1.01
1.28786e+06;1.28786e+06;1.01
1.28788e+06;1.28788e+06;1.01
1.2879e+06;1.2879e+06;1.01
1.28799e+06;1.288e+06;1.01
1.28801e+06;1.28801e+06;1.01
1.28809e+06;1.28809e+06;1.01
1.28818e+06;1.28818e+06;1.01
1.28821e+06;1.28821e+06;1.01
1.28826e+06;1.28826e+06;1.01
1.28827e+06;1.28827e+06;1.01
1.28832e+06;1.28832e+06;1.01
1.28832e+06;1.28833e+06;1.01
1.28842e+06;1.28842e+06;1.01
1.28846e+06;1.28846e+06;1.01
1.28848e+06;1.28848e+06;1.01
1.28849e+06;1.28849e+06;1.01
1.28852e+06;1.28852e+06;1.01
1.28858e+06;1.28858e+06;1.01
1.28863e+06;1.28863e+06;1.01
1.28868e+06;1.28868e+06;1.01
1.28872e+06;1.28872e+06;1.01
1.28875e+06;1.28875e+06;1.01
1.28876e+06;1.28876e+06;1.01
1.28877e+06;1.28877e+06;1.01
1.28882e+06;1.28883e+06;1.01
1.28883e+06;1.28883e+06;1.01
1.28894e+06;1.28894e+06;1.01
1.28928e+06;1.28928e+06;1.01
1.28937e+06;1.28937e+06;1.01
1.28937e+06;1.28937e+06;1.01
1.28939e+06;1.28939e+06;1.01
1.2894e+06;1.2894e+06;1.01
1.28945e+06;1.28945e+06;1.01
1.28945e+06;1.28945e+06;1.01
1.28951e+06;1.28951e+06;1.01
1.28968e+06;1.28968e+06;1.01
1.28969e+06;1.2897e+06;1.01
1.28971e+06;1.28971e+06;1.01
1.28983e+06;1.28983e+06;1.01
1.28984e+06;1.28984e+06;1.01
1.28986e+06;1.28986e+06;1.01
1.28988e+06;1.28988e+06;1.01
1.28991e+06;1.28991e+06;1.01
1.28992e+06;1.28992e+06;1.01
1.29e+06;1.29e+06;1.01
1.29001e+06;1.29001e+06;1.01
1.29001e+06;1.29001e+06;1.01
1.29002e+06;1.29002e+06;1.01
1.29013e+06;1.29013e+06;1.01
1.29016e+06;1.29016e+06;1.01
1.29017e+06;1.29017e+06;1.01
1.29019e+06;1.29019e+06;1.01
1.29022e+06;1.29022e+06;1.01
1.29024e+06;1.29024e+06;1.01
1.29026e+06;1.29026e+06;1.01
1.29026e+06;1.29026e+06;1.01
1.29027e+06;1.29027e+06;1.01
1.29028e+06;1.29028e+06;1.01
1.29029e+06;1.29029e+06;1.01
1.2903e+06;1.2903e+06;1.01
1.2903e+06;1.2903e+06;1.01
1.29032e+06;1.29032e+06;1.01
1.29033e+06;1.29033e+06;1.01
1.29037e+06;1.29037e+06;1.01
1.29042e+06;1.29043e+06;1.01
1.29043e+06;1.29043e+06;1.01
1.29043e+06;1.29043e+06;1.01
1.29045e+06;1.29045e+06;1.01
1.29051e+06;1.29052e+06;1.01
1.29054e+06;1.29054e+06;1.01
1.29055e+06;1.29056e+06;1.01
1.29059e+06;1.29059e+06;1.01
1.2906e+06;1.2906e+06;1.01
1.29062e+06;1.29062e+06;1.01
1.29068e+06;1.29068e+06;1.01
1.29073e+06;1.29073e+06;1.01
1.29076e+06;1.29076e+06;1.01
1.29078e+06;1.29078e+06;1.01
1.29083e+06;1.29083e+06;1.01
1.29084e+06;1.29084e+06;1.01
1.29088e+06;1.29088e+06;1.01
1.29094e+06;1.29094e+06;1.01
1.29096e+06;1.29096e+06;1.01
1.29102e+06;1.29102e+06;1.01
1.29102e+06;1.29102e+06;1.01
1.29102e+06;1.29102e+06;1.01
1.29104e+06;1.29104e+06;1.01
1.29109e+06;1.29109e+06;1.01
1.29116e+06;1.29116e+06;1.01
1.29124e+06;1.29124e+06;1.01
1.29125e+06;1.29125e+06;1.01
1.29127e+06;1.29127e+06;1.01
1.29137e+06;1.29137e+06;1.01
1.29138e+06;1.29138e+06;1.01
1.29138e+06;1.29138e+06;1.01
1.2915e+06;1.2915e+06;1.01
1.29151e+06;1.29151e+06;1.01
1.29154e+06;1.29154e+06;1.01
1.2916e+06;1.2916e+06;1.01
1.29165e+06;1.29165e+06;1.01
1.29166e+06;1.29166e+06;1.01
1.29168e+06;1.29168e+06;1.01
1.2917e+06;1.2917e+06;1.01
1.29196e+06;1.29196e+06;1.01
1.29199e+06;1.29199e+06;1.01
1.29201e+06;1.29201e+06;1.01
1.29206e+06;1.29206e+06;1.01
1.29242e+06;1.29243e+06;1.01
1.29243e+06;1.29243e+06;1.01
1.29245e+06;1.29245e+06;1.01
1.2926e+06;1.2926e+06;1.01
1.29264e+06;1.29264e+06;1.01
1.29271e+06;1.29271e+06;1.01
1.29277e+06;1.29277e+06;1.01
1.29278e+06;1.29278e+06;1.01
1.29278e+06;1.29278e+06;1.01
1.29279e+06;1.29279e+06;1.01
1.29283e+06;1.29283e+06;1.01
1.29283e+06;1.29283e+06;1.2302
1.2929e+06;1.2929e+06;1.01
1.29292e+06;1.29292e+06;1.01
1.29294e+06;1.29294e+06;1.01
1.29294e+06;1.29295e+06;1.01
1.293e+06;1.293e+06;1.01
1.29305e+06;1.29305e+06;1.01
1.29309e+06;1.29309e+06;1.01
1.29311e+06;1.29311e+06;1.01
1.29313e+06;1.29313e+06;1.01
1.29317e+06;1.29317e+06;1.01
1.29332e+06;1.29332e+06;1.01
1.29359e+06;1.2936e+06;1.01
1.29361e+06;1.29361e+06;1.01
1.29361e+06;1.29361e+06;1.01
1.29372e+06;1.29372e+06;1.01
1.29376e+06;1.29377e+06;1.01
1.2938e+06;1.2938e+06;1.01
1.29382e+06;1.29382e+06;1.01
1.29383e+06;1.29384e+06;1.01
1.29384e+06;1.29384e+06;1.01
1.29393e+06;1.29393e+06;1.01
1.29399e+06;1.294e+06;1.01
1.29417e+06;1.29417e+06;1.01
1.29418e+06;1.29418e+06;1.01
1.29426e+06;1.29426e+06;1.01
1.29428e+06;1.29428e+06;1.01
1.29433e+06;1.29433e+06;1.01
1.29434e+06;1.29434e+06;1.01
1.29436e+06;1.29436e+06;1.01
1.29446e+06;1.29446e+06;1.01
1.2945e+06;1.2945e+06;1.01
1.29459e+06;1.29459e+06;1.01
1.29461e+06;1.29461e+06;1.01
1.29461e+06;1.29461e+06;1.01
1.29468e+06;1.29468e+06;1.01
1.29469e+06;1.2947e+06;1.01
1.29473e+06;1.29473e+06;1.01
1.29474e+06;1.29474e+06;1.01
1.29475e+06;1.29475e+06;1.01
1.29477e+06;1.29478e+06;1.01
1.29479e+06;1.29479e+06;1.01
1.29479e+06;1.29479e+06;1.01
1.2948e+06;1.2948e+06;1.01
1.29483e+06;1.29483e+06;1.01
1.29485e+06;1.29485e+06;1.01
1.29486e+06;1.29486e+06;1.01
1.29491e+06;1.29491e+06;1.01
1.29492e+06;1.29492e+06;1.01
1.29508e+06;1.29508e+06;1.01
1.29511e+06;1.29511e+06;1.01
1.29515e+06;1.29515e+06;1.01
1.29518e+06;1.29518e+06;1.01
1.29518e+06;1.29518e+06;1.01
1.29523e+06;1.29523e+06;1.01
1.29523e+06;1.29524e+06;1.01
1.29526e+06;1.29526e+06;1.01
1.29527e+06;1.29527e+06;1.01
1.29528e+06;1.29529e+06;1.01
1.29534e+06;1.29535e+06;1.01
1.29538e+06;1.29539e+06;1.01
1.29549e+06;1.29549e+06;1.01
1.29556e+06;1.29556e+06;1.01
1.29557e+06;1.29557e+06;1.01
1.29557e+06;1.29557e+06;1.01
1.2956e+06;1.2956e+06;1.01
1.29565e+06;1.29565e+06;1.01
1.29566e+06;1.29566e+06;1.01
1.29568e+06;1.29568e+06;1.01
1.29577e+06;1.29578e+06;1.01
1.29578e+06;1.29578e+06;1.01
1.29578e+06;1.29578e+06;1.01
1.2958e+06;1.29581e+06;1.01
1.29581e+06;1.29582e+06;1.01
1.29594e+06;1.29594e+06;1.01
1.29598e+06;1.29598e+06;1.01
1.2961e+06;1.2961e+06;1.01
1.29612e+06;1.29612e+06;1.01
1.2962e+06;1.2962e+06;1.01
1.29626e+06;1.29627e+06;1.01
1.29635e+06;1.29635e+06;1.01
1.29638e+06;1.29638e+06;1.01
1.29638e+06;1.29638e+06;1.97074
1.2964e+06;1.2964e+06;1.01
1.29649e+06;1.29649e+06;1.01
1.29655e+06;1.29655e+06;1.01
1.29659e+06;1.29659e+06;1.01
1.2966e+06;1.2966e+06;1.01
1.29662e+06;1.29662e+06;1.01
1.29662e+06;1.29663e+06;1.01
1.29669e+06;1.29669e+06;1.01
1.29676e+06;1.29676e+06;1.01
1.29681e+06;1.29682e+06;1.01
1.29682e+06;1.29683e+06;1.01
1.29684e+06;1.29684e+06;1.01
1.29685e+06;1.29685e+06;1.01
1.29695e+06;1.29696e+06;1.01
1.29696e+06;1.29696e+06;1.01
1.29698e+06;1.29698e+06;1.01
1.29703e+06;1.29703e+06;1.01
1.2971e+06;1.2971e+06;1.01
1.29713e+06;1.29713e+06;1.01
1.29715e+06;1.29715e+06;1.01
1.29726e+06;1.29726e+06;1.01
1.29742e+06;1.29742e+06;1.01
1.29752e+06;1.29752e+06;1.01
1.29765e+06;1.29765e+06;1.01
1.29769e+06;1.29769e+06;1.01
1.29772e+06;1.29772e+06;1.01
1.29776e+06;1.29776e+06;1.01
1.2978e+06;1.29781e+06;1.01
1.29783e+06;1.29783e+06;1.01
1.29785e+06;1.29786e+06;1.01
1.2979e+06;1.2979e+06;1.01
1.29791e+06;1.29791e+06;1.01
1.29799e+06;1.29799e+06;1.01
1.29807e+06;1.29807e+06;1.01
1.29809e+06;1.29809e+06;1.01
1.29816e+06;1.29816e+06;1.01
1.29818e+06;1.29818e+06;1.01
1.29818e+06;1.29818e+06;1.01
1.29825e+06;1.29825e+06;1.01
1.29829e+06;1.29829e+06;1.01
1.29831e+06;1.29831e+06;1.01
1.29832e+06;1.29832e+06;1.01
1.29832e+06;1.29833e+06;1.01
1.29834e+06;1.29834e+06;1.01
1.29841e+06;1.29841e+06;1.01
1.29842e+06;1.29842e+06;1.01
1.29847e+06;1.29847e+06;1.01
1.29847e+06;1.29847e+06;1.01
1.29848e+06;1.29848e+06;1.01
1.29854e+06;1.29854e+06;1.01
1.29859e+06;1.29859e+06;1.01
1.2986e+06;1.2986e+06;1.01
1.29865e+06;1.29865e+06;1.01
1.29867e+06;1.29867e+06;1.01
1.29868e+06;1.29868e+06;1.01
1.29874e+06;1.29874e+06;1.01
1.29882e+06;1.29882e+06;1.01
1.29885e+06;1.29885e+06;1.01
1.29888e+06;1.29889e+06;1.01
1.29894e+06;1.29895e+06;1.01
1.29895e+06;1.29895e+06;1.01
1.299e+06;1.29901e+06;1.01
1.29903e+06;1.29903e+06;1.01
1.29912e+06;1.29912e+06;1.01
1.29912e+06;1.29912e+06;1.01
1.29931e+06;1.29931e+06;1.01
1.29933e+06;1.29933e+06;1.01
1.29944e+06;1.29944e+06;1.01
1.29947e+06;1.29947e+06;1.01
1.2995e+06;1.2995e+06;1.01
1.29951e+06;1.29951e+06;1.01
1.29956e+06;1.29956e+06;1.01
1.29957e+06;1.29957e+06;1.01
1.29963e+06;1.29963e+06;1.01
1.29964e+06;1.29964e+06;1.01
1.29974e+06;1.29974e+06;1.01
1.29977e+06;1.29977e+06;1.01
1.29978e+06;1.29978e+06;1.01
1.29979e+06;1.29979e+06;1.01
1.29984e+06;1.29984e+06;1.01
1.29986e+06;1.29986e+06;1.01
1.29991e+06;1.29991e+06;1.01
1.29993e+06;1.29993e+06;1.01
1.29994e+06;1.29994e+06;1.01
1.30007e+06;1.30007e+06;1.01
1.30007e+06;1.30007e+06;1.01
1.30012e+06;1.30012e+06;1.01
1.30017e+06;1.30017e+06;1.01
1.30017e+06;1.30017e+06;1.01
1.30018e+06;1.30018e+06;1.01
1.30025e+06;1.30025e+06;1.01
1.30028e+06;1.30028e+06;1.01
1.30028e+06;1.30028e+06;1.01
1.30033e+06;1.30033e+06;1.01
1.30038e+06;1.30038e+06;1.01
1.30043e+06;1.30043e+06;1.01
1.30054e+06;1.30054e+06;1.01
1.30058e+06;1.30058e+06;1.01
1.3006e+06;1.3006e+06;1.01
1.30063e+06;1.30063e+06;1.01
1.30068e+06;1.30068e+06;1.01
1.30072e+06;1.30072e+06;1.01
1.30076e+06;1.30076e+06;1.01
1.3008e+06;1.3008e+06;1.01
1.30081e+06;1.30081e+06;1.01
1.30082e+06;1.30082e+06;1.01
1.30083e+06;1.30083e+06;1.01
1.30096e+06;1.30096e+06;1.01
1.30105e+06;1.30105e+06;1.01
1.30108e+06;1.30108e+06;1.01
1.30116e+06;1.30116e+06;1.01
1.30119e+06;1.30119e+06;1.01
1.30126e+06;1.30126e+06;1.01
1.30126e+06;1.30126e+06;1.53115
1.30129e+06;1.30129e+06;1.01
1.3013e+06;1.3013e+06;1.01
1.30133e+06;1.30133e+06;1.01
1.30139e+06;1.30139e+06;1.01
1.30161e+06;1.30161e+06;1.01
1.30168e+06;1.30168e+06;1.01
1.3017e+06;1.3017e+06;1.01
1.30171e+06;1.30171e+06;1.01
1.3018e+06;1.3018e+06;1.01
1.3018e+06;1.30181e+06;1.01
1.30183e+06;1.30183e+06;1.01
1.30185e+06;1.30185e+06;1.01
1.30191e+06;1.30191e+06;1.01
1.30195e+06;1.30195e+06;1.01
1.30196e+06;1.30196e+06;1.01
1.30203e+06;1.30203e+06;1.01
1.30211e+06;1.30211e+06;1.01
1.30212e+06;1.30212e+06;1.01
1.30227e+06;1.30227e+06;1.01
1.30229e+06;1.30229e+06;1.01
1.30229e+06;1.30229e+06;1.01
1.3023e+06;1.3023e+06;1.01
1.30233e+06;1.30233e+06;1.01
1.30236e+06;1.30236e+06;1.01
1.30243e+06;1.30243e+06;1.01
1.30245e+06;1.30245e+06;1.01
1.30246e+06;1.30246e+06;1.01
1.30252e+06;1.30252e+06;1.01
1.30255e+06;1.30255e+06;1.01
1.30255e+06;1.30255e+06;1.01
1.30263e+06;1.30263e+06;1.01
1.30264e+06;1.30264e+06;1.01
1.30266e+06;1.30266e+06;1.01
1.30266e+06;1.30266e+06;1.23316
1.30267e+06;1.30268e+06;1.01
1.30271e+06;1.30271e+06;1.01
1.30276e+06;1.30276e+06;1.01
1.30279e+06;1.30279e+06;1.01
1.30285e+06;1.30285e+06;1.01
1.30285e+06;1.30285e+06;1.01
1.30289e+06;1.30289e+06;1.01
1.30292e+06;1.30292e+06;1.01
1.30296e+06;1.30296e+06;1.01
1.30296e+06;1.30296e+06;1.01
1.30303e+06;1.30303e+06;1.01
1.30303e+06;1.30304e+06;1.95013
1.3031e+06;1.3031e+06;1.01
1.30314e+06;1.30314e+06;1.01
1.30315e+06;1.30315e+06;1.01
1.30316e+06;1.30316e+06;1.01
1.30318e+06;1.30318e+06;1.01
1.30321e+06;1.30321e+06;1.01
1.30323e+06;1.30323e+06;1.01
1.30329e+06;1.30329e+06;1.01
1.30332e+06;1.30332e+06;1.01
1.30335e+06;1.30335e+06;1.01
1.3034e+06;1.3034e+06;1.01
1.30343e+06;1.30343e+06;1.01
1.30344e+06;1.30344e+06;1.01
1.30348e+06;1.30348e+06;1.01
1.30359e+06;1.30359e+06;1.01
1.30371e+06;1.30371e+06;1.01
1.30371e+06;1.30371e+06;1.01
1.30375e+06;1.30376e+06;1.01
1.30383e+06;1.30383e+06;1.01
1.30389e+06;1.30389e+06;1.01
1.3039e+06;1.3039e+06;1.01
1.304e+06;1.304e+06;1.01
1.30403e+06;1.30403e+06;1.01
1.30407e+06;1.30407e+06;1.01
1.30407e+06;1.30407e+06;1.01
1.30414e+06;1.30414e+06;1.01
1.3042e+06;1.3042e+06;1.01
1.30423e+06;1.30423e+06;1.01
1.30425e+06;1.30425e+06;1.01
1.30426e+06;1.30426e+06;1.01
1.30427e+06;1.30427e+06;1.01
1.30428e+06;1.30428e+06;1.01
1.30434e+06;1.30434e+06;1.01
1.30437e+06;1.30437e+06;1.01
1.30441e+06;1.30441e+06;1.01
1.30444e+06;1.30444e+06;1.01
1.30447e+06;1.30447e+06;1.01
1.30447e+06;1.30447e+06;1.01
1.30456e+06;1.30456e+06;1.01
1.30471e+06;1.30471e+06;1.01
1.30474e+06;1.30474e+06;1.01
1.30477e+06;1.30477e+06;1.01
1.30477e+06;1.30477e+06;1.01
1.30483e+06;1.30483e+06;1.01
1.30488e+06;1.30489e+06;1.01
1.3049e+06;1.30491e+06;1.01
1.30493e+06;1.30493e+06;1.01
1.30496e+06;1.30496e+06;1.01
1.30496e+06;1.30496e+06;1.01
1.30504e+06;1.30504e+06;1.01
1.30506e+06;1.30506e+06;1.01
1.30512e+06;1.30512e+06;1.01
1.30513e+06;1.30513e+06;1.01
1.30522e+06;1.30522e+06;1.01
1.30525e+06;1.30525e+06;1.01
1.3053e+06;1.3053e+06;1.01
1.30531e+06;1.30531e+06;1.01
1.30532e+06;1.30532e+06;1.01
1.30537e+06;1.30537e+06;1.01
1.30542e+06;1.30542e+06;1.01
1.30547e+06;1.30547e+06;1.01
1.30548e+06;1.30548e+06;1.01
1.30553e+06;1.30553e+06;1.01
1.30556e+06;1.30556e+06;1.01
1.30558e+06;1.30558e+06;1.01
1.3056e+06;1.3056e+06;1.01
1.30562e+06;1.30562e+06;1.01
1.30567e+06;1.30567e+06;1.01
1.30568e+06;1.30569e+06;1.01
1.30577e+06;1.30577e+06;1.01
1.30578e+06;1.30578e+06;1.01
1.30594e+06;1.30594e+06;1.01
1.30598e+06;1.30598e+06;1.01
1.30602e+06;1.30602e+06;1.01
